,Finess,Nom de l'établissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
14,420784878.0,CHU SAINT-ETIENNE,Hupin,David,Efficacité d’une organisation de soins optimisée chez des patients fibromyalgiques. Etude interventionnelle visant à modifier les comportements en termes d’activité physique et de sédentarité. L’étude FIMOUV : from intent to move,PREPS-18-0585,FIMOUV,443326.5,2018,,PREPS
15,280000134.0,CH CHARTRES,Kalfon,Pierre,"Réduire le trouble de stress post-traumatique (PTSD) induit par une hospitalisation en réanimation grâce à un programme, élaboré sur mesure, à composantes multiples, de réduction des inconforts durant l’hospitalisation en réanimation",PREPS-18-0812,PTSD-REA,400617.9,2018,,PREPS
16,310781406.0,CHU TOULOUSE,Labrunee,Marc,La Télé-réadaptation après syndrome coronarien aigu est-elle une alternative efficace par rapport à la réadaptation traditionnelle en soins de suite et de réadaptation cardiovasculaire ?,PREPS-18-0419,REMOTE-ACS,670106.0,2018,,PREPS
17,290000017.0,CHU BREST,Le Reste,Jean Yves,AMélioration du taux de participation au Dépistage du Cancer Colon Rectal par la formation des médecins généralistes.,PREPS-18-0140,AMDepCCR,382834.2,2018,,PREPS
18,590780193.0,CHU LILLE,Leteurtre,Stéphane,Recherche d’un indicateur composite de performance clinique et économique pour les services de réanimation pédiatrique français,PREPS-18-0433,QUAL-REAPED,478135.4,2018,,PREPS
19,720000025.0,CH LE MANS,Loirat,Cathy,Paro : un médiateur au service de l'équipe soignante,PREPS-18-0465,PARO,87697.0,2018,,PREPS
20,690781810.0,HCL,Occelli,Pauline,"Pérennité d’un programme de recherche en gestion des risques : mise en routine, appropriation, efficacité, développement de la culture sécurité.",PREPS-18-0367,PERENNITE,172447.5,2018,,PREPS
21,750712184.0,AP-HP,Paillaud,Elena,Implementation of coMplex Post-operatiVe intervEntion in olDer patients with Cancer (IMPROVED): a multicenter randomized controlled trial,PREPS-18-0289,IMPROVED,548119.7,2018,,PREPS
22,370000481.0,CHU TOURS,Pourrat,Xavier,Mise en place d’un Plan Pharmaceutique Personnalisé chez les patients transplantés rénaux et/ou hépatiques,PREPS-18-0486,GRePH,848128.2,2018,,PREPS
23,490000031.0,CHU ANGERS,Ramond-Roquin,Aline,Efficacité d'une prise en charge COordonnée en soins primaires pour réduire le risque d'incapacité prolongée chez les patients présentant une LOMBalgie commune subaiguë . Essai clinique randomisé en grappes.,PREPS-18-0407,COLOMB,627613.52,2018,,PREPS
24,750712184.0,AP-HP,Raux,Mathieu,EVALUATION DU BÉNÉFICE D'UNE ORGANISATION SANITAIRE INCLUSIVE SUR LE PRONOSTIC DES TRAUMATISES SEVERES,PREPS-18-0562,TRAUMINXCLUSIF,458054.2,2018,,PREPS
25,300780038.0,CHU NIMES,Schandrin,Aurélie,Evaluation de l’impact de l’intervention d’un coordinateur des soins sur le taux de récidive à 3 ans chez les patients âgés de 12 à 30 ans ayant été hospitalisés pour un premier épisode psychotique. Etude multicentrique contrôlée randomisée en simple insu.,PREPS-18-0218,PEPSY,843060.3,2018,,PREPS
26,690781810.0,HCL,Schott,Anne-Marie,Impact d’une stratégie ciblée sur les patients à faible niveau de littératie en santé visant à améliorer la compréhension et l’appropriation de leur maladie et de leur ordonnance de sortie d’hospitalisation,PREPS-18-0697,ILIADE,431999.2,2018,,PREPS
27,330781196.0,CHU BORDEAUX,Thiessard,Frantz,"Automatisation du recueil d’indicateurs de pertinence de prescription d’antibiotiques : développement, validation et efficacité d’un outil utilisant les systèmes d’information d’un groupement hospitalier de territoire",PREPS-18-0678,ARIPPA,594053.75,2018,,PREPS
0,350005179.0,CHRU RENNES,ALIX,Lilian,Parcours de soins hôpital-ville personnalisé et coordonné des patients dépistés dénutris à l’hôpital: une étude prospective multicentrique,PREPS-19-0096,Pavillon,832035.0,2019,,PREPS
1,330781196.0,CHU HOPITAUX DE BORDEAUX,ALLA,François,"Organisation du sevrage tabagique chez la femme enceinte : étude de l’efficacité, de la transférabilité, des freins et leviers de l’implantation de la démarche 5A en contexte français. Un essai contrôlé randomisé par cluster en Nouvelle-Aquitaine.",PREPS-19-0060,5A-QUIT-N,814614.0,2019,,PREPS
2,750150187.0,MAISON MEDICALE JEANNE GARNIER,BAGARAGAZA,Emmanuel,Comment améliorer la prise en charge des personnes âgées résidant en EHPAD : étude Interventionnelle de méthodes mixtes sur une démarche PALLiative Intégrée précoce.,PREPS-19-0066,PADI-PALLI,845232.0,2019,,PREPS
3,340780477.0,CHU MONTPELLIER,BAGHDADLI,Amaria,Parcours de soins des enfants avec Trouble du Spectre Autistique (TSA) inclus dans la cohorte ELENA : Appariement au Système National de Données de Santé.,PREPS-19-0119,ADELE,246641.0,2019,,PREPS
4,210780581.0,CHU DE DIJON,BARDOU,Marc,"Actions incitatives combinées, centrées sur les acteurs de soins primaires, pour améliorer le dépistage du cancer du col de l’utérus, basé sur l’auto-prélèvement HPV, chez des femmes socialement défavorisées et non suivies : un essai hybride d’efficacité et de mise en œuvre.",PREPS-19-0008,RESISTE,692495.0,2019,,PREPS
5,130786049.0,APHM DIRECTION GENERALE,BERBIS,Julie,COordinateur de Suivi : une Innovation dans l’organisation du suivi à long terme des hémopathies MAlignes de l’enfance,PREPS-19-0124,COSIMA,655037.0,2019,,PREPS
6,590780193.0,CHR LILLE,BEUSCART,Jean-Baptiste,Réduction des événements indésirables médicamenteux à type d’insuffisance rénale aiguë et/ou d’hyperkaliémie chez des patients âgés hospitalisés via l’intégration de règles spécifiques à un système d’aide informatisé et de procédures dédiées : un essai randomisé.,PREPS-19-0068,DETECT-IP ,855383.0,2019,,PREPS
7,750712184.0,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS,COHEN AUBART,Fleur,Comparaison d’une organisation en horaires standard ou décalés pour les internes en médecine interne ,PREPS-19-0181,TIMER,429157.0,2019,,PREPS
8,630780989.0,CHU DE CLERMONT-FERRAND,DEBOST-LEGRAND,Anne,Optimiser l’accès aux soins durant la grossesse en zone rurale dans un réseau de santé en périnatalité,PREPS-19-0018,opti-soins,662663.0,2019,,PREPS
9,690781810.0,HOSPICES CIVILS DE LYON,DOUPLAT,Marion,Impact d’un protocole d’annonce des limitations et arrêts des thérapeutiques aux urgences sur le stress des familles,PREPS-19-0020,DISCUSS,484001.0,2019,,PREPS
10,420784878.0,CHU DE SAINT-ETIENNE,FAKRA,Eric,"Impact d’un programme d’identification précoce des premiers épisodes psychotiques, PRESTO (PRemiers Episodes Sensibiliser Traiter Orienter), sur la durée de psychose non traitée",PREPS-19-0172,PRESTO,683636.0,2019,,PREPS
11,440000289.0,CHU DE NANTES,FOURNIER,Jean-Pascal,"Efficacité d’une intervention multi-facette de déprescription des inhibiteurs de la pompe à protons en soins primaires: un essai pragmatique, randomisé en clusters, contrôlé, en population.",PREPS-19-0040,DeprescrIPP,207811.0,2019,,PREPS
12,310781406.0,CHU TOULOUSE,GEERAERTS,Thomas,Entrainement à l’annonce de décès brutal par la simulation avec acteurs pour diminuer les troubles psychotraumatiques des proches,PREPS-19-0007,DEAR,600788.0,2019,,PREPS
13,540023264.0,CHRU DE NANCY,GIRERD,Nicolas,Implémentation d’une organisation de soins préhospitalière pour la prise en charge de la dyspnée aiguë basée sur l’échographie : Essai clinique multi-centrique en cluster de type stepped wedge,PREPS-19-0128,IMICU2-Dyspnea,351352.0,2019,,PREPS
14,130786049.0,APHM DIRECTION GENERALE,HACHE,Guillaume,Impact d’un parcours de soins proactif sur l’autonomie des patients atteints de la maladie de Parkinson nécessitant la mise en place d’une pompe à Apomorphine,PREPS-19-0049,AUTAP,238568.0,2019,,PREPS
15,750712184.0,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS,LUCET,Jean-Christophe,Prévention optimale de la dissémination des bactéries hautement résistantes émergentes (BHRe) : approche par modélisation mathématique,PREPS-19-0109,OPTIM-BHRe ,264780.0,2019,,PREPS
16,590780193.0,CHR LILLE,MEDJKANE,Francois,Évaluation de la variation de la qualité de vie en cours de trajectoire de transition en fonction des modalités de soins supports des personnes transidentitaires en France,PREPS-19-0078,TRANS’ITION,522129.0,2019,,PREPS
17,300780038.0,CHU NIMES,MORANNE,Olivier,Impact sur la mortalité d’un dépistage des maladies rénales associé à une intervention spécialisée au cours d’une hospitalisation en GHT (Groupement Hospitalier de Territoire).,PREPS-19-0120,WARNING KD,519903.0,2019,,PREPS
18,440000289.0,CHU DE NANTES,PENVERNE,Yann,Modélisation de l’impact de la virtualisation de la distribution multicentrique des flux téléphoniques sur la qualité de service des SAMU-Centres 15,PREPS-19-0043,MMA-SAMU,498958.0,2019,,PREPS
19,330781196.0,CHU HOPITAUX DE BORDEAUX,PRADEAU,Catherine,Feedback Electroniques pour la Restitution et la Valorisation aux Equipes d'Urgences des données sur la prise en charge du syndrome coronarien aigu avec élévation du segment ST en Aquitaine,PREPS-19-0069,FERVEUR,498025.0,2019,,PREPS
20,440000289.0,CHU DE NANTES,RAT,Cédric,"« Effet sur les prescriptions d’antibiotiques d’une intervention multifacette menée par les délégués d’assurance maladie dans les cabinets de médecine générale comportant la démonstration de l'utilisation d'un outil internet d’aide à la décision : Antibioclic »_x000D_
ACTION (Antibiotic - primary Care – IntervenTION)""",PREPS-19-0175,ACTION,196341.0,2019,,PREPS
21,690780101.0,CH LE VINATIER,REY,Romain,Évaluation de l'efficacité d'une FORMation spécifique des professionnels de santé au programme court de psychoéducation BREF à destination des aidants d'usagers souffrant de premier épisode psychotique ou de troubles schizophréniques - Essai multicentrique contrôlé randomisé en Stepped-wedge,PREPS-19-0122,BREFORM,482492.0,2019,,PREPS
22,130786049.0,APHM DIRECTION GENERALE,ROBERT,Thomas,Innovation dans l’organisation de la prise en charge des migrants dialysés_x000D_,PREPS-19-0055,MIROIR,1021560.0,2019,,PREPS
23,490000031.0,CHU D'ANGERS,ROY,Pierre-Marie,Intérêt de l’application numérique d’aide à la décision SPEED (Suspected Pulmonary Embolism in Emergency Department) s’appuyant sur le score PEPS (Pulmonary Embolism Probability Score) pour diminuer sans risque le recours à l’imagerie thoracique chez les patients suspects d’embolie pulmonaire aux urgences.,PREPS-19-0162,SPEED & PEPS ,560123.0,2019,,PREPS
24,750712184.0,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS,SABATIER,Brigitte,"Evaluation de la mise en place de recommandations de prescriptions de médicaments sous la forme d'aide à la décision chez les patients ayant une obésité sévère : étude prospective interventionnelle, par alternance de périodes contrôle et intervention",PREPS-19-0127,RECOB-MED,322057.0,2019,,PREPS
25,330781196.0,CHU HOPITAUX DE BORDEAUX,SAILLOUR,Florence,Évaluation d’un PRogrammE de mobilisation et d’Accompagnement à la pertinence des soins au CHU de Bordeaux,PREPS-19-0087,sPREAdPerti,312975.0,2019,,PREPS
26,330781196.0,CHU HOPITAUX DE BORDEAUX,SALVO,Francesco,"Développement, validation et impact de l’identification automatique des co-Prescriptions médicamenteuses à Risque d’interaction à partir du Système d’InformaTion hospitalier : le système PRoSIT",PREPS-19-0170,PRoSIT,630953.0,2019,,PREPS
27,310781406.0,CHU TOULOUSE,SOTO MARTIN,Maria,PERSONnalisation de la prise en charge des symptômes neuropsychiatriques dans la maladie d’ALzheimer et maladies apparentées: impact sur la trajectoire de soins ,PREPS-19-0027,PERSON-AL,782250.0,2019,,PREPS
28,690781810.0,HOSPICES CIVILS DE LYON,TOUZET,Sandrine,"Réduction de la consommation inappropriée des benzodiazépines en médecine générale : impact d’une collaboration pluriprofessionnelle médecin-infirmier pratiquant des entretiens motivationnels, combinée à une information centrée-patient.  Un essai randomisé en clusters, en parallèle.",PREPS-19-0004,D-CUB,598895.0,2019,,PREPS
29,130786049.0,APHM DIRECTION GENERALE,VALERA,Sabine,FOrmation des infirmiers des Unités de Réanimation pour le Mieux-Y rester,PREPS-19-0084,FOURMY,630121.0,2019,,PREPS
