,Finess,Nomdelétablissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
18,340780477,CHU MONTPELLIER,CASTET-NICOLAS,Audrey,"Intérêt d’une collaboration médico-pharmaceutique optimisée dans l’amélioration de la prise en charge médicamenteuse du patient insuffisant cardiaque : étude contrôlée, randomisée, multicentrique.",PHRCI-17-073,COMPIC,298969,2017,I,PHRC
19,630780989,CHU DE CLERMONT-FERRAND,CHABANNE,Russell,Extubation des patients neurolésés en réanimation à l’aide d’un score: essai randomisé multicentrique en grappes avec permutation séquentielle (Brain Injured Patients Extubation Readiness study),PHRCI-17-002,BIPER,211042,2017,I,PHRC
20,540023264,CHU DE NANCY,CHOUIHED ,Tahar ,Evaluation de la faisabilité et la performance d'un algorithme d'échographie aux urgences pour le diagnostic de dyspnée aigue,PHRCI-17-091,EMERALD-US ,200900,2017,I,PHRC
21,750712184,ASSISTANCE PUBLIQUE AP-HP,CONDAT,Agnès,Evaluation de l’efficacité du traitement hormonal chez les adolescents souffrant de dysphorie de genre,PHRCI-17-018,TRANSADO,349500,2017,I,PHRC
22,140000555,CENTRE FRANCOIS BACLESSE - CAEN,COQUAN,Elodie,"Essai de phase 2 multicentrique, en ouvert, évaluant l'efficacité du CARBOPLATINE dans les tumeurs prostatiques métastatiques présentant des altérations des gènes de la voie de la recombinaison homologue",PHRCI-17-081,PRO-CARBO,100000,2017,I,PHRC
23,630780989,CHU DE CLERMONT-FERRAND,COUDERC,Marion,Impact d'un régime sans gluten sur la qualité de vie et le microbiote des patients ayant une spondyloarthrite axiale,PHRCI-17-014,Gluten-SPA,218489,2017,I,PHRC
24,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,DAVIDEAU,Jean-Luc,"Impact des facteurs cliniques locaux, bactériens et de défense de l'hôte sur le traitement non chirurgical des parodontites chroniques sévères par azithromycine: étude randomisée, en double aveugle versus placebo",PHRCI-17-092,AZITHROPARO,296785,2017,I,PHRC
25,140000100,CHU CAEN,DE BOYSSON,Hubert,"Essai, randomisé, contrôlé, ouvert, de deux schémas standardisés de décroissance, respectivement rapide (nord-américain) et lent (européen), de cortisone dans l’artérite à cellules géantes",PHRCI-17-080,Cortodose,298042,2017,I,PHRC
26,780110078,CENTRE HOSPITALIER DE VERSAILLES,DE GUNZBURG,Noémie,"Étude de la combinaison de la pioglitazone et d’un traitement par Inhibiteurs de Tyrosine Kinase (ITKs) chez des patients atteints de Leucémie Myéloïde Chronique, en échec d’une première tentative d’arrêt des ITKs, afin de préparer une nouvelle tentative d’arrêt",PHRCI-17-019,PIO2STOP,131233,2017,I,PHRC
27,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,DE SAINT MARTIN ,Anne,Etude de la consolidation mnésique chez les enfants atteints d’epilepsie focale idiopathique,PHRCI-17-093,EPINEM,204224,2017,I,PHRC
28,60785011,CHU DE NICE,DEMONCHY,Diane,Evaluation de la technique de stimulation vésicale comme moyen d’obtenir des urines de qualité dans le diagnostic d’infection urinaire fébrile chez le nourrisson ,PHRCI-17-056,EE-STI-VeN,202559,2017,I,PHRC
29,370000481,CHRU DE TOURS,DESMIDT,Thomas,Protoxyde d’Azote dans la Dépression du Sujet Âgé: un essai randomisé en double aveugle contre placebo,PHRCI-17-042,PROTO-BRAIN,244900,2017,I,PHRC
30,760780239,CHU ROUEN,DI PIZIO,Pierre,Les paramètres morphocinétiques du développement embryonnaire précoce ont-ils un intérêt pour la sélection de l'embryon et améliorer les taux de naissance en fécondation in vitro ?  ,PHRCI-17-083,ENCIMO,298000,2017,I,PHRC
31,690781810,HOSPICES CIVILS DE LYON,DUCRAY,François,Etude de phase II évaluant un traitement par olaparib dans les gliomes de haut grade avec mutation d’IDH sans codélétion 1p/19q en récidive,PHRCI-17-009,OLAGLI,111264,2017,I,PHRC
32,510000029,ADMINISTRATION GENERALE DU CHR DE REIMS,EUTROPE ,Julien ,"Efficacité de la Thérapie par Exposition en Réalité Virtuelle dans la prise en charge de la dysmorphophobie des patientes atteintes d’anorexie mentale : étude de supériorité, randomisée, contrôlée",PHRCI-17-094,ANO-TERV,257115,2017,I,PHRC
33,310781406,CHU DE TOULOUSE,FAGUER,Stanislas ,Evaluation de l’efficacité et de la tolérance d’une anticoagulation régionale des circuits de dialyse par un dialysat au citrate sans calcium ,PHRCI-17-063,C2D study,241260,2017,I,PHRC
34,750712184,ASSISTANCE PUBLIQUE AP-HP,FRANÇOIS FASILLE,Véronique,Prévention de la perte d’autonomie de la personne âgée à domicile par un programme d’exercices physiques ciblé sur des appareils de renforcement musculaire adaptés.,PHRCI-17-020,PREPAD,397007,2017,I,PHRC
35,340780477,CHU MONTPELLIER,GABELLE,Audrey,Biomarqueurs de l’alternance veille-sommeil dans la maladie d’Alzheimer prodromale : Rôle dans le déclin cognitif ?,PHRCI-17-066,ALZ-OREX,299256,2017,I,PHRC
36,130786049,APHM,GABRIEL,Sophie,"Evaluation de la TEP-TDM au 68Ga-PSMA dans le bilan d'extension initial des cancers à cellules rénales avancés. Etude prospective, multicentrique, ouverte",PHRCI-17-059,Rein-TEP-PSMA,120840,2017,I,PHRC
37,330781196,CHU HOPITAUX DE BORDEAUX,GALINSKI,Michel,EFFICACITE DU SUFENTANIL INTRANASAL POUR L’ANALGESIE DES CRISES VASOOCCLUSIVES DE L’ADULTE DREPANOCYTAIRE.,PHRCI-17-075,DREPSUFINDOL,269999,2017,I,PHRC
38,800000044,CHU AMIENS,GARCON,Loïc ,Immunophenotyping of blood cells in the diagnosis work-up of myelodysplastic syndromes.,PHRCI-17-089,MODIFY,203306,2017,I,PHRC
39,140000555,CENTRE FRANCOIS BACLESSE - CAEN,GEFFRELOT,Julien,Radiothérapie stéréotaxique pour les métastases cérébrales avec signal hémorragique récent : étude de phase 2 en 2 étapes,PHRCI-17-087,Stereo-HBM,209378,2017,I,PHRC
40,690781810,HOSPICES CIVILS DE LYON,GOBERT,Florent,PReventing EXtubation FAILure by  Cough Assistance and NIV in a population selected on Cough Peak Flow,PHRCI-17-007,PREXFAIL,218904,2017,I,PHRC
41,440000289,CHU DE NANTES,GOLLIER BRIANT,Fanny,"Etude pilote multicentrique ouverte de faisabilité d’une application smartphone dans la prévention de la récidive suicidaire chez les 13-25 ans ayant préalablement fait une tentative de suicide. _x000D_
",PHRCI-17-043,MED COMPANION,116522,2017,I,PHRC
42,130786049,APHM,GUERVILLY,Christophe,Diminution des lésions induites par la ventilation mécanique au cours du SDRA par une ventilation ultra-protectrice multimodale en association à l’ECMO,PHRCI-17-051,ECMO-VILI,138656,2017,I,PHRC
43,340780477,CHU MONTPELLIER,GUILLAUMONT,Sophie,Impact de la réhabilitation cardiovasculaire sur la qualité de vie des enfants et adultes porteurs de cardiopathies congénitales : essai multicentrique randomisé contrôlé,PHRCI-17-068,REHAB CHD,263370,2017,I,PHRC
44,780110078,CENTRE HOSPITALIER DE VERSAILLES,HENTGEN,Véronique,Etude de l’efficacité de la colchicine dans le syndrome PFAPA : étude prospective randomisée en double aveugle,PHRCI-17-021,PFAPACOL,260915,2017,I,PHRC
45,540023264,CHU DE NANCY,HUMBERJEAN-SELTON,Lisa ,Validation externe d'un score prédictif de passage en état de mort encéphalique des patients victimes d’accidents vasculaires cérébraux graves avec limitation et arrêt des thérapeutiques en vue du don d'organes,PHRCI-17-095,DIAPASON-1,249954,2017,I,PHRC
46,60000528,CENTRE ANTOINE LACASSAGNE,HUMBERT,Olivier,"Etude de cohorte évaluant la TEP-TDM au 18FDG pour l’identification précoce de l’échappement tumoral à l’immunothérapie chez des patients atteints d’un mélanome ou d’un Carcinome Broncho-Pulmonaire Non à Petites Cellules, localement avancé ou métastatique",PHRCI-17-055,FDG-IMMUN,144422,2017,I,PHRC
47,290000017,CHRU DE BREST,IANOTTO,Jean-Christophe,Aprepitant versus Hydroxyzine en association avec les traitements cytoréducteurs pour les patients avec néoplasies myéloprolifératives souffrant d’un Prurit Aquagénique Persistant.,PHRCI-17-044,ApHyPAP,239411,2017,I,PHRC
48,920000650,HOPITAL FOCH,JARRAYA,Bechir,"Évaluation de l’efficacité et de l’innocuité de la stimulation épidurale électrique de la moelle épinière lombo-sacrée (SEEM) dans le traitement  des troubles moteurs, vésico-sphinctériens et génito-sexuels des patients blessés médullaires incomplets",PHRCI-17-022,Parastim,360736,2017,I,PHRC
49,690781810,HOSPICES CIVILS DE LYON,JUNG,Julien,MEG VS EEG HR pour la localisation de la zone épileptogène,PHRCI-17-003,EPI-MEEG,206176,2017,I,PHRC
50,540003019,INSTITUT DE CANCEROLOGIE DE LORRAINE,KAMINSKY ,Marie Christine,"Essai de phase 1-2 d’escalade de doses de carboplatine utilisé en intrapéritonéal avec hyperthermie (CHIP) associé à la chirurgie de cytoréduction dans les cancers de l’ovaire, de la trompe ou péritonéal primitif, de stade IIIC, non résécables initialement et traités par chimiothérapie néo-adjuvante (6 cycles de carboplatine paclitaxel)  ",PHRCI-17-096,CARBOCHIP01,266617,2017,I,PHRC
51,750712184,ASSISTANCE PUBLIQUE AP-HP,KAROUBI,Philippe,"Performance du dosage plasmatique du 1,3-ß-D-glucane pour le diagnostic de candidémie chez les patients de réanimation : Une étude prospective, multicentrique.",PHRCI-17-023,BDG-REA,385409,2017,I,PHRC
52,750712184,ASSISTANCE PUBLIQUE AP-HP,KOSKAS,Martin,Efficacité de la ponction transvaginale pour le traitement des abcès tubo-ovariens par rapport à la laparoscopie : Etude prospective comparative randomisée contrôlée de non infériorité,PHRCI-17-024,PACTOL,324761,2017,I,PHRC
53,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,KREMER,Laurent Daniel,Traitement de la sclérose en plaques récurrente-rémittente par la testostérone : Effets potentiels sur neuroprotection et la remyélinisation,PHRCI-17-097,TOTEM-RRMS,299951,2017,I,PHRC
54,130786049,APHM,LACROIX/PAULMYER,Odile,"Amélioration de l’implantation en fécondation in vitro par le dosage de CD146
soluble dans les milieux de culture embryonnaire : étude prospective multicentrique",PHRCI-17-054,AMIFIV,143862,2017,I,PHRC
55,760780239,CHU ROUEN,LAMOUREUX,Fabien ,Modélisation pharmacocinétique de population pour optimiser précocément la posologie de l'association piperacilline / tazobactam chez les patients présentant un sepsis en réanimation,PHRCI-17-085,OPT-TAZ,174787,2017,I,PHRC
56,690781810,HOSPICES CIVILS DE LYON,LAURENCIN,Chloé,Effet de la Clonidine sur les troubles du contrôle des impulsions dans la maladie de Parkinson : Essai pilote randomisé en double aveugle contre placebo,PHRCI-17-011,ID-CLO,211597,2017,I,PHRC
57,590000188,CLCC OSCAR LAMBRET LILLE,LE TINIER,Florence,Essai de phase II évaluant la chimiothérapie adjuvante hebdomadaire après une radio-chimiothérapie dans le traitement du cancer du col utérin localement avancé présentant des ganglions lombo-aortiques positifs,PHRCI-17-090,ACCRAPAN,150745,2017,I,PHRC
58,350005179,CHU DE RENNES,LEDERLIN,Mathieu,Tomodensitométrie ultra-basse dose dans l'imagerie de la sarcoïdose thoracique,PHRCI-17-045,SARCO-LOW-DOSE,124527,2017,I,PHRC
59,570005165,CHR METZ-THIONVILLE,LEFEVRE ,Sébastien,Intérêt des tests de provocation nasale dans la sélection des patients devant bénéficier d’une immunothérapie spécifique aux acariens,PHRCI-17-098,NPT-MAR,149605,2017,I,PHRC
60,590051801,GCS DU GPT DES HOPITAUX DE L'INSTITUT CATHOLIQUE DE LILLE,LENNE,Bruno,"Efficacité d’un programme de remédiation via un « serious game » sur les fonctions cognitives des patients atteints de sclérose en plaques : essai contrôlé, randomisé, multicentrique.",PHRCI-17-079,E-SEP Cognition,218464,2017,I,PHRC
61,940110018,CENTRE HOSPITALIER INTERCOMMUNAL DE CRETEIL,LEVY,Corinne,Impact de l’usage de la protéine C réactive (CRP) en microméthode sur la prescription d’antibiotiques chez des médecins généralistes installés en ville en France,PHRCI-17-025,VIP,189040,2017,I,PHRC
62,750712184,ASSISTANCE PUBLIQUE AP-HP,LUCIDARME,Olivier,Apport de la [18F]-FDG-TEP/IRM dans la détection de l’absence de  réponse complète après radiochiomiothérapie néo-adjuvante pour les cancers du moyen et du bas rectum en vue d’une procédure de traitement avec épargne rectale,PHRCI-17-026,RECARHIA,275082,2017,I,PHRC
63,340780477,CHU MONTPELLIER,MACGREGOR,Alexandra,Etude de l’Association entre Synchronie Motrice patient/psychiatre et Adhésions aux Soins chez des patients avec premier épisode psychotique,PHRCI-17-064,ASMASS,298674,2017,I,PHRC
64,310782347,INSTITUT CLAUDIUS REGAUD,MASSABEAU,Carole,"Etude prospective, multicentrique, visant à évaluer la prise en charge chirurgicale par mastectomie avec reconstruction immédiate prothétique pour cancer du sein chez des patientes devant recevoir un traitement adjuvant (radiothérapie réalisée en Tomothérapie +/- chimiothérapie).",PHRCI-17-062,MARTA,161601,2017,I,PHRC
65,420784878,CHU SAINT-ETIENNE,MASSOUBRE,Catherine,Evaluation de la stimulation transcrânienne à courant direct dans l'anorexie mentale résistante à la prise en charge conventionnelle.,PHRCI-17-004,ANORE-STIM,208488,2017,I,PHRC
66,750712184,ASSISTANCE PUBLIQUE AP-HP,MAWET,Jérôme,Etude monocentrique randomisée en double aveugle évaluant l’efficacité du CLORazepate dipotassique dans le traitement de la crise de MIGraine aux urgences,PHRCI-17-027,CLORMIG,223501,2017,I,PHRC
67,750000549,FONDATION OPHTALMOLOGIQUE ROTHSCHILD,METGE,Florence,Étude contrôlée randomisée multicentrique sur l'intérêt des injections intra-vitréennes d'anti-VEGF comme traitement initial puis adjuvant dans la maladie de Coats,PHRCI-17-028,COATS-VEGF,209955,2017,I,PHRC
68,750712184,ASSISTANCE PUBLIQUE AP-HP,MILLERON,Olivier,Valeur pronostique de la scintigraphie à l’Annexine dans les dissections chroniques de l’aorte thoracique descendante,PHRCI-17-029,PAIDDA,357151,2017,I,PHRC
69,750712184,ASSISTANCE PUBLIQUE AP-HP,MIYARA,Makoto,Thérapie cellulaire Treg en transplantation hépatique,PHRCI-17-030,THTreg,364379,2017,I,PHRC
70,750712184,ASSISTANCE PUBLIQUE AP-HP,NEUVILLE,Mathilde,"Stratégie globale des soins de la cavité oro-pharyngée des patients de réanimation sous ventilation mécanique : étude multicentrique, contrôlée, randomisée",PHRCI-17-031,OSCARE-VM-ICU,379981,2017,I,PHRC
71,290000017,CHRU DE BREST,OILLEAU,Jean-Ferreol,Utilisation de la Dexmédétomidine pour la prévention du délirium après chirurgie cardiaque (DEXmedetomidine After Cardiac surgery for prevenTion of deliriUM)_x000D_,PHRCI-17-046,EXACTUM,248361,2017,I,PHRC
72,130786049,APHM,PELLETIER,Jean,MSGM7T Multiple Sclerosis Grey Matter damage at 7T MRI Apport de l’IRM 7T à la détection et l’évolution de l’atteinte de la substance grise au stade le plus précoce de la sclérose en plaques,PHRCI-17-053,MSGM7T,240141,2017,I,PHRC
73,750712184,ASSISTANCE PUBLIQUE AP-HP,PENE,Frédéric,Stratégie transfusionnelle érythrocytaire dans la réanimation du choc septique du patient d’onco-hématologie : Essai randomisé multicentrique,PHRCI-17-032,TRANSPORT,396528,2017,I,PHRC
74,440000289,CHU DE NANTES,PES,Philippe,L’asystolie échographique précoce comme élément prédictif d’absence de Récupération d'une Activité Circulatoire Spontanée (RACS) dans les Arrêts Cardio Respiratoire (ACR) pré-hospitaliers,PHRCI-17-047,ACE,190818,2017,I,PHRC
75,60785011,CHU DE NICE,POMARES,Christelle,La leishmaniose viscérale méditerranéenne à Leishmania infantum : Caractérisation génétique du parasite de l’hôte en lien avec le portage asymptomatique humain,PHRCI-17-057,AsymptoLGen,249922,2017,I,PHRC
76,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,POTTECHER ,Julien,"Evaluation prospective randomisée en double aveugle de la dornase alpha, administrée en aérosols, pour réduire l'incidence du syndrome de détresse respiratoire aigue modéré et sévère chez les patients traumatisés graves.",PHRCI-17-099,Traumadornase,298521,2017,I,PHRC
77,330781196,CHU HOPITAUX DE BORDEAUX,PROTHON,Emmanuel,Impact du taux de FIBROcytes sanguins circulants sur le déclin de la fonction respiratoire chez des patients en phase précoce de Broncho-Pneumopathie Chronique Obstructive en soins primaires,PHRCI-17-070,FIBRO-BPCO,299977,2017,I,PHRC
78,690781810,HOSPICES CIVILS DE LYON,REIX,Philippe,Implication de la dysfonction du tronc cérébral dans la physiopathogénie de la séquence de Pierre Robin,PHRCI-17-005,DYSROBIN,195863,2017,I,PHRC
79,290000017,CHRU DE BREST,ROPARS,Juliette,"Validation d’une méthode simple de dépistage des_x000D_
troubles du sommeil de l’enfant atteint d’une_x000D_
paralysie cérébrale, à partir des outils connectés",PHRCI-17-048,SOUTIEN-PC.,237594,2017,I,PHRC
80,290000017,CHRU DE BREST,ROUE,Jean-Michel,"Automatisation de l’administration d’oxygène en ventilation spontanée (FreeO2) chez les_x000D_
nourrisons de moins d'un an atteints de bronchiolite.",PHRCI-17-049,FreeO2Bronchio,143191,2017,I,PHRC
81,750712184,ASSISTANCE PUBLIQUE AP-HP,ROUSSEAU,Marie-Christine,Impact d’une prise en charge rééducative pluridisciplinaire intensive sur les capacités cognitivo-motrices des enfants polyhandicapés,PHRCI-17-033,ReedPlusPLH,315272,2017,I,PHRC
82,380780080,CHU GRENOBLE,SABOURDY,Cécile,"Impact de la pratique de la méditation de pleine conscience (mindfulness)
sur la qualité de vie chez des patients présentant une épilepsie pharmaco-résistante",PHRCI-17-006,EPI-MEDIT,214868,2017,I,PHRC
83,750712184,ASSISTANCE PUBLIQUE AP-HP,SALENAVE,Sylvie,Reproductibilité et utilité du freinage de l’hormone de croissance par l’hyperglycémie provoquée par voie orale pour le diagnostic d’acromégalie,PHRCI-17-034,ACROTEST,325687,2017,I,PHRC
84,210780581,CHU DIJON,SAMSON ,Maxime,Ustekinumab pour Le Traitement de la Rechute de l'Artérite à cellules géantes réfractaire,PHRCI-17-100,ULTRA,299989,2017,I,PHRC
85,130786049,APHM,SARLON BARTOLI,Gabrielle,Hémorragies génitales chez la femme en âge de procréer traitée pour une maladie thromboembolique veineuse : comparaison selon l’anticoagulant oral  et impact sur la qualité de vie,PHRCI-17-060,GenB-OAC,250000,2017,I,PHRC
86,860014208,CHU DE POITIERS,SAULNIER,Pierre-Jean ,Impact d’un système de mesure du glucose par flash sur les évènements rythmiques cardiaques de sujets diabétiques de type 2 à haut risque d’hypoglycémie.,PHRCI-17-071,SPIDER STYLE,270261,2017,I,PHRC
87,380780080,CHU GRENOBLE,SEIGNEURET,Eric,Évaluation clinique de la stimulation cérébrale profonde de l’operculum 3 (OP3) droit dans le traitement des acouphènes non pulsatiles permanents très invalidants,PHRCI-17-015,TINNOP3_DBS,217355,2017,I,PHRC
88,330781196,CHU HOPITAUX DE BORDEAUX,SENESCHAL,Julien,Efficacité et tolérance de la combinaison méthotrexate plus photothérapie et de la photothérapie seule chez les patients atteints d’un vitiligo progressif: étude de phase 2,PHRCI-17-065,METVI,299814,2017,I,PHRC
89,750712184,ASSISTANCE PUBLIQUE AP-HP,SICRE DE FONTBRUNE,Flore,Essai Bayésien de phase I/II évaluant l’efficacité et la tolérance du danazol chez les patients ayant une atteinte hématologique ou pulmonaire sévère liée à une téloméropathie,PHRCI-17-035,ANDROTELO,329284,2017,I,PHRC
90,310781406,CHU DE TOULOUSE,TAVITIAN,Suzanne,"Essai de phase III, contrôlé, randomisé, en ouvert, évaluant l’efficacité de l’addition de la dexaméthasone à la chimiothérapie de rattrapage versus la chimiothérapie de rattrapage seule chez les patients atteints de Leucémie Aiguë Myéloïde réfractaire ou en rechute",PHRCI-17-074,DEXAML-03,299600,2017,I,PHRC
91,330781196,CHU HOPITAUX DE BORDEAUX,TLILI,Ghoufrane,Radiothérapie interne vectorisée des tumeurs neuro-endocrines par analogues radiomarqués de la somatostatine : évaluation de l’intérêt d’une administration par voie intra-artérielle hépatique chez les patients avec métastases hépatiques dominantes.,PHRCI-17-072,LUTARTERIAL,299913,2017,I,PHRC
92,210780581,CHU DIJON,TRAN MAU-THEM ,Frédéric,Apport du séquençage haut débit de l’ARN combiné au séquençage de génomes entiers en trio ou en solo dans le diagnostic de la déficience intellectuelle ,PHRCI-17-101,DI-WA,293626,2017,I,PHRC
93,750712184,ASSISTANCE PUBLIQUE AP-HP,TRESALLET,Christophe,Performance de l'échographie laryngée trans-cutanée pour le diagnostic de paralysie des cordes vocales  après chirurgie cervicale endocrinienne,PHRCI-17-036,VOCALE,387972,2017,I,PHRC
94,330781196,CHU HOPITAUX DE BORDEAUX,TRUCHETET,Marie-Elise,Essai clinique de phase II/III randomisé en double aveugle versus placebo évaluant l’efficacité d’un traitement Préventif par Clopidogrel sur le risque d’évolution vers une Sclérodermie Systémique chez des sujets présentant une association dysImmuniTé spécifique/phénomène de Raynaud,PHRCI-17-067,PSSIT,299613,2017,I,PHRC
95,290000017,CHRU DE BREST,VERMEERSCH,Veronique,"Post Traumatic early use of High flow Oxygenation for Management of Thoracic trauma: a randomized, open-label, parallel group, controlled trial",PHRCI-17-050,TrOMaTho trial,249825,2017,I,PHRC
96,690781810,HOSPICES CIVILS DE LYON,VILLANUEVA,Carine,Traitement du déficit en vitamine D chez les enfants et adolescents obèses : une étude randomisée contrôlée multicentrique en ouvert comparant deux schémas de supplémentations orale : bolus mensuels versus doses quotidiennes pour normaliser le taux de vitamine D sanguin. Une collaboration franco-suisse.,PHRCI-17-013,OBEVIDOS,218868,2017,I,PHRC
97,330781196,CHU HOPITAUX DE BORDEAUX,VINCENT,Yves-Marie,Utilisation d’un outil de décision médicale partagée dans la prise en charge des cystites aigues sans risque de complication en médecine générale.,PHRCI-17-076,ARIBO,199329,2017,I,PHRC
98,590780193,CHRU LILLE,VOISIN,Benoit,Impact d'une stratégie basée sur une méthode PCR sur l'arrêt précoce de l'antibiothérapie des pneumopathies d'inhalation nécessitant une ventilation mécanique : essai multicentrique randomisé contrôlé en simple aveugle.,PHRCI-17-084,APAPI,270379,2017,I,PHRC
99,750712184,ASSISTANCE PUBLIQUE AP-HP,WEISS,Emmanuel,Performances des microvésicules et des monocytes pour prédire la mortalité des malades atteints de cirrhose,PHRCI-17-037,PROMICE,399955,2017,I,PHRC
100,130786049,APHM,ZIELESKIEWICZ,Laurent,"Diminution des complications postopératoires par le monitorage continu de la ScvO2 et optimisation du débit cardiaque : étude contrôlée, randomisée, en simple aveugle",PHRCI-17-052,OCOSO2,131534,2017,I,PHRC
0,140000100,CHU CAEN,ALVES,Arnaud,Validation française du score fonctionnel digestif de résection antérieure « LARS score » chez les patients opérés d’un cancer du rectum. Impact sur leur qualité de vie,31,LARS,313205,2017,K,PHRC
1,750712184,AP-HP,BACHET,Jean-Baptiste,GEMFOX : Essai de phase 3 randomisé comparant le FOLFOX à la gemcitabine en 1ère ligne métastatique chez les patients avec un adénocarcinome du pancréas et non éligibles au FOLFIRINOX.,120,GEMFOX,795194,2017,K,PHRC
2,750712184,AP-HP,BENOIST ,Stéphane ,NORAD01 (Non inferiority study of preoperative chemotherapy without pelvic irradiation for rectal cancer) : essai randomisé de phase III multicentrique comparant la chimiothérapie seule à la radiochimiothérapie préopératoire pour les cancers du rectum localement évolués d’emblée résécables,26,NORAD01,992794,2017,K,PHRC
3,490017258,INSTITUT DE CANCEROLOGIE DE L'OUEST (ICO),CLASSE,Jean-Marc,Ganglion sentinelle Après chimiothérapie NEoAdjuvante dans le cancer du sein - GANEA 3,56,GANEA_3,397979,2017,K,PHRC
4,750712184,AP-HP,COHEN-HAGUENAUER,Odile,PALB2-PARPi-01 : Essai clinique de Phase II évaluant la possibilité d’une régression tumorale du cancer du sein métastatique chez les porteurs de mutation constitutionnelle du gène PALB2,71,PALB2-PARPi-01,377873,2017,K,PHRC
5,310782347,INSTITUT CLAUDIUS REGAUD,COURBON,Frédéric,NEUROBLU 02 : Essai clinique de phase I : Evaluation de la sécurité de l’irradiation par peptides radiomarqués (177Lu-DOTA0-Tyr3-Octréotate) des neuroblastomes métastatiques réfractaires ou en rechute exprimant les récepteurs à la somatostatine.,34,NEUROBLU02,495823,2017,K,PHRC
6,750050940,GCS UNICANCER,DE LA FOUCHARDIERE,Christelle,GEMPAX : essai de phase III randomisé évaluant l’association gemcitabine +paclitaxel vs gemcitabine seule en 2ème ligne de traitement après échec de FOLFIRINOX.,106,GEMPAX,601140,2017,K,PHRC
7,690000880,CENTRE LEON BERARD,DE LA FOUCHARDIERE ,Christelle,"LENVOS 01 - Etude de phase II prospective, multicentrique de l’efficacité de lenvatinib en association avec denosumab dans le traitement des patients porteurs de carcinomes différenciés de la thyroïde réfractaires à l’iode porteurs de métastases osseuses",123,LENVOS_01,254870,2017,K,PHRC
8,750050940,GCS UNICANCER,DELALOGE,Suzette,My PeBS (My Personal Breast Screening) Comparaison randomisée du dépistage standard versus celui stratifié par le risque des femmes en Europe âgées de 40 à 74 ans,154,My_PEBS,1152176,2017,K,PHRC
9,130001647,INSTITUT PAOLI CALMETTES,DELPERO ,Jean-Robert ,REMIND-01 (REsection MargINs for Distal pancreatectomy),80,REMIND_01,382126,2017,K,PHRC
10,330781196,CHU Bordeaux,DENOST,Quentin,GRECCAR 15 : Etude randomisée de phase III comparant chimiothérapie suivie de ré-irradiation pelvienne versus chimiothérapie seule en traitement pré-opératoire des récidives locorégionales des cancers du rectum (GRECCAR – PRODIGE – FRENCH),28,GRECCAR_15,599645,2017,K,PHRC
11,750050940,GCS UNICANCER,DOYEN,Jérôme,NIRVANA-poumon: Nivolumab et IRradiation sur des sites VAriés dans les carcinomes bronchiques Non à petites cellules Avancés,134,Nirvana-Lung,973880,2017,K,PHRC
12,750050940,GCS UNICANCER,EVRARD,Serge,LUNA : Résection hépatique avec des nodules pulmonaires non résécables de l'adénocarcinome colorectal,167,LUNA,259980,2017,K,PHRC
13,750050940,GCS UNICANCER,FOURQUET,Alain,"ROMANCE: Essai de phase III d'omission de radiothérapie du sein après chirurgie conservatrice, dans les cancers canalaires in situ de très faible risque de récidive",146,ROMANCE,729350,2017,K,PHRC
14,350005179,CHU RENNES,GANDEMER,Virginie,EsPhALL2017-02 - Etude randomisée internationale de phase 3 évaluant l’impact de l’Imatinib en association avec deux intensités différentes de chimiothérapie chez les enfants porteurs d’une leucémie aigue lymphoblastique à chromosome Philadelphie (Ph+),62,EsPhALL2017-02 ,774178,2017,K,PHRC
15,940000664,GUSTAVE ROUSSY,GELLI,Maximiliano,Evaluation de la faisabilité et de l’efficacité d’un traitement par Pasireotide dans la réduction du taux de complications anastomotiques après chirurgie de cytoréduction complète suivie de CHIP pour carcinose péritonéale - Essai de phase 2 randomisé multicentrique.,184,PASIREOCHIP,437274,2017,K,PHRC
16,130786049,AP-HM,GRAILLON ,Thomas ,"Association de l’Alpelisib et du Trametinib dans les méningiomes agressifs et évolutifs, non accessibles à la chirurgie ou la radiothérapie",69,ALTREM,253878,2017,K,PHRC
17,340780477,CHU MONTPELLIER,GUIU, Boris,EMBOLISATION SIMULTANEE PORTALE ET SUS-HEPATIQUE VERSUS EMBOLISATION PORTALE SEULE POUR HYPERTROPHIER LE FUTUR FOIE RESTANT AVANT RESECTION HEPATIQUE MAJEURE SUR FOIE NON CIRRHOTIQUE : ESSAI MULTICENTRIQUE RANDOMISE COMPARATIF DE PHASE II,19,HYPER-LIV_01,371624,2017,K,PHRC
18,130001647,INSTITUT PAOLI CALMETTES,HARBI ,Samia,HaploMUD-RIC-01 : Extension d’étude randomisée de phase III de greffe allogénique comparant la greffe à partir d’un donneur familial partiellement compatible ou d’un donneur non familial chez des patients jeunes candidats à un conditionnement d’intensité réduite,76,HaploMUD-RIC-01,75550,2017,K,PHRC
